No	ExtEHR resource	ExtEHR field	ExtEHR #	ExtEHR description	ExtEHR type	Ext binding	ExtEHR source	Mapped Resource	Mapped Field	EQ				Modeling	Needs work	Actor	Section	R4Mapped Resource	R4Mapped Field	EQ				Modeling	Needs work	Actor	Section	
687	EHDSImagingReport	header.authorship.author[x]	1..1	Author(s) by whom the resource was/were authored. Multiple authors could be provided.	EHDSDevice		Author	DiagnosticReportEuImaging	resultsInterpreter[author]			EuPractitionerRole				R		DiagnosticReportEuImaging	resultsInterpreter[author]			EuPractitionerRole				R		
688	EHDSImagingReport	header.authorship.datetime	1..1	Date and time of the issuing the document/resource by its author.	dateTime		Date and time of authoring/issuing	CompositionEuImaging	date	SB						R		CompositionEuImaging	date	SB						R		
689	EHDSImagingReport	header.authorship.datetime	1..1	Date and time of the issuing the document/resource by its author.	dateTime		Date and time of authoring/issuing	DiagnosticReportEuImaging	issued							R		DiagnosticReportEuImaging	issued							R		
690	EHDSImagingReport	header.lastUpdate	0..1	Date and time of the last update to the document/information	dateTime		Date and time of the last update to the resource	CompositionEuImaging	date					The description of the logical model element is not clear enough to diferenciate between the document and the instance of the document. The timestamp with the date when the document was last modified (regardles of the resource instance that represents it) is mapped into Composition.date.		R		CompositionEuImaging	date					The description of the logical model element is not clear enough to diferenciate between the document and the instance of the document. The timestamp with the date when the document was last modified (regardles of the resource instance that represents it) is mapped into Composition.date.		R		
691	EHDSImagingReport	header.lastUpdate	0..1	Date and time of the last update to the document/information	dateTime		Date and time of the last update to the resource	DiagnosticReportEuImaging	meta.lastUpdated					meta.lastUpdated represents the time at which the instance of the resource was last modified by the server that hosts it.		R		DiagnosticReportEuImaging	meta.lastUpdated					meta.lastUpdated represents the time at which the instance of the resource was last modified by the server that hosts it.		R		
692	EHDSImagingReport	header.status	1..1	Status of the resource	CodeableConcept		Status of the resource	CompositionEuImaging	status		This is also the mapping of DocumentStatus. See if this is right					R		CompositionEuImaging	status		This is also the mapping of DocumentStatus. See if this is right					R		
693	EHDSImagingReport	header.status						DiagnosticReportEuImaging	status		This is also the mapping of DocumentStatus. See if this is right					R		DiagnosticReportEuImaging	status		This is also the mapping of DocumentStatus. See if this is right					R		
694	EHDSImagingReport	header.statusReason[x]	0..1	Reason for the current status of the resource.	CodeableConcept		Reason for the current status of the resource.				Unmapped at the moment, evaluating the need for extensions?										Unmapped at the moment, evaluating the need for extensions?							
695	EHDSImagingReport	header.statusReason[x]	0..1	Reason for the current status of the resource.	string		Reason for the current status of the resource.																					
696	EHDSImagingReport	header.language	0..1	Language in which the resource is written. Language is expressed by the IETF language tag.	CodeableConcept	BCP 47 (preferred)	Language	CompositionEuImaging	language							R		CompositionEuImaging	language							R		
697	EHDSImagingReport	header.language	0..1	Language in which the resource is written. Language is expressed by the IETF language tag.	CodeableConcept	BCP 47 (preferred)	Language	DiagnosticReportEuImaging	language							R		DiagnosticReportEuImaging	language							R		
698	EHDSImagingReport	header.version	0..1	Business version of the resource.	string		Version	CompositionEuImaging	version							R		CompositionEuImaging	extension[version]							R		
699	EHDSImagingReport	presentedForm	0..*	A narrative easy-to-read representation of the full data set, e.g. PDF-version of a document	EHDSAttachment		A narrative easy-to-read representation of the full data set, e.g. PDF-version of a document	DiagnosticReportEuImaging	presentedForm							R		DiagnosticReportEuImaging	presentedForm							R		
700	EHDSImagingReport	presentedForm						CompositionEuImaging	text					For all the resources that don't have a .presentedForm element, the .text is the default element to map this requirement.		R		CompositionEuImaging	text					For all the resources that don't have a .presentedForm element, the .text is the default element to map this requirement.		R		
701	EHDSImagingReport	header.documentType	1..1	Identifies the type of document at hand, e.g. Discharge report.	CodeableConcept	LOINC (preferred)	Document type	CompositionEuImaging	category[diagnostic-service]							R		CompositionEuImaging	category[diagnostic-service]							R		
702	EHDSImagingReport	header.documentType	1..1	Identifies the type of document at hand, e.g. Discharge report.	CodeableConcept	LOINC (preferred)	Document type	DiagnosticReportEuImaging	category[diagnostic-service]							R		DiagnosticReportEuImaging	category[diagnostic-service]							R		
703	EHDSImagingReport	header.documentTitle	1..1	Document title, such as Discharge Report, Laboratory Result Report, etc.	string		Document title	CompositionEuImaging	title							R		CompositionEuImaging	title							R		
704	EHDSImagingReport	header.documentStatus	1..1	The status of the Discharge report. E.g., preliminary, final.	CodeableConcept	hl7:CompositionStatus (preferred)	Document status	CompositionEuImaging	status		See mapping between DR status and Composition					R		CompositionEuImaging	status		See mapping between DR status and Composition					R		
705	EHDSImagingReport	header.documentStatus	1..1	The status of the Discharge report. E.g., preliminary, final.	CodeableConcept	hl7:CompositionStatus (preferred)	Document status	DiagnosticReportEuImaging	status							R		DiagnosticReportEuImaging	status							R		
706	EHDSImagingReport	header.period	0..1	Time of service that is being documented	Period		Period	CompositionEuImaging	event.period							R		CompositionEuImaging	event.period							R		
707	EHDSImagingReport	header.period	0..1	Time of service that is being documented	Period		Period	DiagnosticReportEuImaging	effectivePeriod							R		DiagnosticReportEuImaging	effectivePeriod							R		
708	EHDSImagingReport	header.attestation	0..*	Document attestation details	Base		Attestation	CompositionEuImaging	attester[resultValidator]							R		CompositionEuImaging	attester[resultValidator]							R		
709	EHDSImagingReport	header.attestation.attester	1..1	Attester who validated the document. Mulitple attesters could be provided.	EHDSHealthProfessional		Attester	CompositionEuImaging	attester[resultValidator].party			EuPractitionerRole				R		CompositionEuImaging	attester[resultValidator].party			EuPractitionerRole				R		
710	EHDSImagingReport	header.attestation.datetime	1..1	Date and time of the approval of the document by Attester.	dateTime		DateTime	CompositionEuImaging	attester[resultValidator].time							R		CompositionEuImaging	attester[resultValidator].time							R		
711	EHDSImagingReport	header.legalAuthentication	0..1	Document legal authentication	Base		Legal authentication	CompositionEuImaging	attester[legalAuthenticator]							R		CompositionEuImaging	attester[legalAuthenticator]							R		
712	EHDSImagingReport	header.legalAuthentication.legalAuthenticator	1..1	The person taking responsibility for the medical content of the document	EHDSHealthProfessional		Legal authenticator	CompositionEuImaging	attester[legalAuthenticator].party			EuPractitionerRole				R		CompositionEuImaging	attester[legalAuthenticator].party			EuPractitionerRole				R		
713	EHDSImagingReport	header.legalAuthentication.datetime	1..1	Date and time when the document was authorized.	dateTime		DateTime	CompositionEuImaging	attester[legalAuthenticator].time							R		CompositionEuImaging	attester[legalAuthenticator].time							R		
714	EHDSImagingReport	header.eventType	0..*	Categorization of the event covered by the document (e.g. laboratory study types, imaging study types including modality, etc.). Selection of such tags or labels depends on the use case and agreement betwen data sharing parties. This meta-data element serves primarily for searching and filtering purpuses.	CodeableConcept	LOINC, SNOMED CT, dicom-cid-33-Modality (preferred)	Event type	CompositionEuImaging	category[diagnostic-service]		modality	ImagingStudyEuImaging				R		CompositionEuImaging	category[diagnostic-service]		modality	ImagingStudyEuImaging				R		
715	EHDSImagingReport	header.eventType	0..*	Categorization of the event covered by the document (e.g. laboratory study types, imaging study types including modality, etc.). Selection of such tags or labels depends on the use case and agreement betwen data sharing parties. This meta-data element serves primarily for searching and filtering purpuses.	CodeableConcept	LOINC, SNOMED CT, dicom-cid-33-Modality (preferred)	Event type	ProcedureEuImaging	code			EuLocation				MR		ProcedureEuImaging	code			EuLocation				MR		
